id,type,address,price,coords,contamination,distanceToDangerZone,distanceToMedianJobLocation,Zone,GreenConc,lt,lg
link_ad_83165947,Attico,"corso di Porta Romana 51, Quadronno - Crocetta, Milano",1250,"[45.4557934, 9.1960839]",0.34598247784015257,1.7678756751088995,1.2096973302483158,1.0,0.11462977145811785,45.4557934,9.1960839
link_ad_82868169,Bilocale,"via Bruno Cassinari, Santa Giulia, Milano",850,"[45.43694180000001, 9.2423013]",1.0175548204715597,0.6252785495151838,5.202540639416881,4.0,0.1018567536992841,45.43694180000001,9.2423013
link_ad_83164039,Bilocale,"via Enrico Cosenz 54, Bovisa, Milano",850,"[45.5072367, 9.1622713]",0.5154700753773795,0.21232617601521536,5.0887820530659695,9.0,0.17413316666666664,45.5072367,9.1622713
link_ad_83604957,Quadrilocale,"via Luigi Albertini 18, Lanza, Milano",2000,"[45.474763, 9.1825221]",0.17908110650023445,2.861503723871546,1.1519802772237027,1.0,0.11462977145811785,45.474763,9.1825221
link_ad_83945066,Appartamento,"via Lorenzo Mascheroni, Vincenzo Monti, Milano",3067,"[45.4691463, 9.1719122]",0.15346134720311966,2.195587605266652,1.4390255335549835,1.0,0.11462977145811785,45.4691463,9.1719122
link_ad_83622641,Trilocale,"via Lomellina, Argonne - Corsica, Milano",1450,"[45.46843399999999, 9.230147299999999]",0.24306387822434772,3.1763789253764823,3.1685243770891955,3.0,0.1217181679550246,45.46843399999999,9.230147299999999
link_ad_82376762,Bilocale,"viale teodorico 22, Portello - Parco Vittoria, Milano",1150,"[45.486652, 9.1504]",0.206122945601237,2.26884797599175,3.8488786399418364,8.0,0.14965863237774032,45.486652,9.1504
link_ad_79002403,Bilocale,"corso di Porta Romana 129, Quadronno - Crocetta, Milano",1800,"[45.4557934, 9.1960839]",0.34598247784015257,1.7678756751088995,1.2096973302483158,1.0,0.11462977145811785,45.4557934,9.1960839
link_ad_38405914,Appartamento,"via Sant'Andrea, Quadrilatero della Moda, Milano",4100,"[45.4688973, 9.1966358]",0.2232424012181582,2.7232392043968203,0.6465314796236594,1.0,0.11462977145811785,45.4688973,9.1966358
link_ad_83097881,Trilocale,"via GULLI 31, Piazzale Siena, Milano",1700,"[45.4648348, 9.1362854]",-0.06660414964426309,1.7626260757244303,4.166907151122493,7.0,0.16894003541799618,45.4648348,9.1362854
link_ad_52054995,Bilocale,"via Bergamo, Cadore, Milano",1450,"[45.4555614, 9.2113129]",0.41670100000919774,1.9874336768302354,2.028275843602348,4.0,0.1018567536992841,45.4555614,9.2113129
link_ad_81283743,Bilocale,"via Porlezza 16, Duomo, Milano",1625,"[45.4660742, 9.1819615]",0.19840664017829113,1.9116746590910485,0.6050512959276508,1.0,0.11462977145811785,45.4660742,9.1819615
link_ad_81244365,Bilocale,"via Lazzaro Papi, Porta Romana - Medaglie d'Oro, Milano",1400,"[45.4522516, 9.2020778]",0.4266572486521909,2.114597150827502,1.7806829940374858,1.0,0.11462977145811785,45.4522516,9.2020778
link_ad_81220553,Monolocale,"via Cerva 12, Borgogna - Largo Augusto, Milano",1000,"[45.4640582, 9.1986247]",0.2662431456410559,2.4353820249441984,0.7196085790013358,1.0,0.11462977145811785,45.4640582,9.1986247
link_ad_83268655,Trilocale,"via castellanza 7, Gallaratese, Milano",1360,"[45.5015076, 9.108711999999999]",0.467511218826985,2.2972815894417558,7.464076980567106,8.0,0.14965863237774032,45.5015076,9.108711999999999
link_ad_63995648,Quadrilocale,"via Gaetano Donizetti, Palestro, Milano",4580,"[45.471425, 9.201948999999999]",0.21300676274404395,3.202991156482147,1.147153539386171,1.0,0.11462977145811785,45.471425,9.201948999999999
link_ad_74222190,Trilocale,"via Giovanni Spadolini, Ripamonti, Milano",1550,"[45.4445206, 9.1902036]",0.46755824689171277,1.293428861224734,2.356377756037175,5.0,0.05845259457649816,45.4445206,9.1902036
link_ad_82795141,Trilocale,"via Val Morea 6, Baggio, Milano",800,"[45.46012959999999, 9.0858777]",-0.6532100659096614,3.580952772938508,8.120919020226312,7.0,0.16894003541799618,45.46012959999999,9.0858777
link_ad_78238275,Trilocale,"largo Cairoli, Cadorna - Castello, Milano",3100,"[45.4704762, 9.1793325]",0.17669729610497598,2.3497209261206864,0.9669241328234601,1.0,0.11462977145811785,45.4704762,9.1793325
link_ad_81627860,Bilocale,"alzaia Naviglio Pavese 260, Cantalupa - San Paolo, Milano",850,"[45.42593859999999, 9.1688578]",0.5523891850898508,2.6712652479206147,4.711785378625521,5.0,0.05845259457649816,45.42593859999999,9.1688578
link_ad_83796762,Bilocale,"via Giuseppe Ugolini 27, Greco - Segnano, Milano",737,"[45.5061292, 9.206379700000001]",0.2169565447838977,2.53967323313226,4.678768383139425,9.0,0.17413316666666664,45.5061292,9.206379700000001
link_ad_71162066,Trilocale,"via Michelangelo Buonarroti, Vercelli - Wagner, Milano",3000,"[45.467434, 9.155574999999999]",0.07483325025532395,2.5125780842324126,2.6683026784293604,7.0,0.16894003541799618,45.467434,9.155574999999999
link_ad_82338280,Trilocale,"via Giuseppe Ripamonti 1, Porta Romana - Medaglie d'Oro, Milano",2083,"[45.4522516, 9.2020778]",0.4266572486521909,2.114597150827502,1.7806829940374858,1.0,0.11462977145811785,45.4522516,9.2020778
link_ad_83210319,Loft,"viale Bligny 25, Bocconi, Milano",900,"[45.4507741, 9.1922941]",0.38970578007865697,1.3368865276901383,1.6729514178000082,5.0,0.05845259457649816,45.4507741,9.1922941
link_ad_84171144,Attico,"via Sant'Ampellio 5, Pezzotti - Meda, Milano",1000,"[45.4389632, 9.1842898]",0.5055747407022864,1.3714583268061937,3.0038297868120267,5.0,0.05845259457649816,45.4389632,9.1842898
link_ad_69183742,Quadrilocale,"largo La Foppa 2, Moscova, Milano",2918,"[45.4779792, 9.184977700000001]",0.18143597457674332,3.2520960592364623,1.413242694226378,1.0,0.11462977145811785,45.4779792,9.184977700000001
link_ad_76938460,Trilocale,"via Giuseppe Govone 100, Ghisolfa - Mac Mahon, Milano",1350,"[45.4941877, 9.161472999999999]",0.304444336288725,1.3760037211042198,3.8564135595448144,8.0,0.14965863237774032,45.4941877,9.161472999999999
